accession	version	length	taxid	organism	species	genus	family	collection_date	country	isolate	strain	host	genotype	submitter	seq_tech
PP622740	PP622740.1	3378		Severe fever with thrombocytopenia syndrome virus	Severe fever	Severe		2017		HNXY2017-50		Homo sapiens		Li,H., Liu,W. and Leng,Y.	
PV400289	PV400289.1	3378		Severe fever with thrombocytopenia syndrome virus	Severe fever	Severe		2023-02-07		M2-ref		Homo sapiens		Liu,B., He,T., Wang,C., Xia,G., Zhou,S., Sun,S., Chen,X., Hong,X., Zhu,J. and Zhang,Z.	
PV400299	PV400299.1	6368		Severe fever with thrombocytopenia syndrome virus	Severe fever	Severe		2023-02-07		L6-ref		Homo sapiens		Liu,B., He,T., Wang,C., Xia,G., Zhou,S., Sun,S., Chen,X., Hong,X., Zhu,J. and Zhang,Z.	
PV400286	PV400286.1	1744		Severe fever with thrombocytopenia syndrome virus	Severe fever	Severe		2023-02-07		S5-ref		Homo sapiens		Liu,B., He,T., Wang,C., Xia,G., Zhou,S., Sun,S., Chen,X., Hong,X., Zhu,J. and Zhang,Z.	
PV400282	PV400282.1	1744		Severe fever with thrombocytopenia syndrome virus	Severe fever	Severe		2023-02-07		S1-ref		Homo sapiens		Liu,B., He,T., Wang,C., Xia,G., Zhou,S., Sun,S., Chen,X., Hong,X., Zhu,J. and Zhang,Z.	
PV400293	PV400293.1	3378		Severe fever with thrombocytopenia syndrome virus	Severe fever	Severe		2023-02-07		M6-ref		Homo sapiens		Liu,B., He,T., Wang,C., Xia,G., Zhou,S., Sun,S., Chen,X., Hong,X., Zhu,J. and Zhang,Z.	
PV400284	PV400284.1	1744		Severe fever with thrombocytopenia syndrome virus	Severe fever	Severe		2023-02-07		S3-ref		Homo sapiens		Liu,B., He,T., Wang,C., Xia,G., Zhou,S., Sun,S., Chen,X., Hong,X., Zhu,J. and Zhang,Z.	
PV400291	PV400291.1	3378		Severe fever with thrombocytopenia syndrome virus	Severe fever	Severe		2023-02-07		M4-ref		Homo sapiens		Liu,B., He,T., Wang,C., Xia,G., Zhou,S., Sun,S., Chen,X., Hong,X., Zhu,J. and Zhang,Z.	
PP622737	PP622737.1	3378		Severe fever with thrombocytopenia syndrome virus	Severe fever	Severe		2022		22-150		Homo sapiens		Li,H., Liu,W. and Leng,Y.	
PP622739	PP622739.1	3378		Severe fever with thrombocytopenia syndrome virus	Severe fever	Severe		2022		22-510		Homo sapiens		Li,H., Liu,W. and Leng,Y.	
PP622736	PP622736.1	3378		Severe fever with thrombocytopenia syndrome virus	Severe fever	Severe		2022		22-126		Homo sapiens		Li,H., Liu,W. and Leng,Y.	
PV400288	PV400288.1	3378		Severe fever with thrombocytopenia syndrome virus	Severe fever	Severe		2023-02-07		M1-ref		Homo sapiens		Liu,B., He,T., Wang,C., Xia,G., Zhou,S., Sun,S., Chen,X., Hong,X., Zhu,J. and Zhang,Z.	
PV400295	PV400295.1	6368		Severe fever with thrombocytopenia syndrome virus	Severe fever	Severe		2023-02-07		L2-ref		Homo sapiens		Liu,B., He,T., Wang,C., Xia,G., Zhou,S., Sun,S., Chen,X., Hong,X., Zhu,J. and Zhang,Z.	
PV400296	PV400296.1	6368		Severe fever with thrombocytopenia syndrome virus	Severe fever	Severe		2023-02-07		L3-ref		Homo sapiens		Liu,B., He,T., Wang,C., Xia,G., Zhou,S., Sun,S., Chen,X., Hong,X., Zhu,J. and Zhang,Z.	
PV400283	PV400283.1	1746		Severe fever with thrombocytopenia syndrome virus	Severe fever	Severe		2023-02-07		S2-ref		Homo sapiens		Liu,B., He,T., Wang,C., Xia,G., Zhou,S., Sun,S., Chen,X., Hong,X., Zhu,J. and Zhang,Z.	
PV400285	PV400285.1	1744		Severe fever with thrombocytopenia syndrome virus	Severe fever	Severe		2023-02-07		S4-ref		Homo sapiens		Liu,B., He,T., Wang,C., Xia,G., Zhou,S., Sun,S., Chen,X., Hong,X., Zhu,J. and Zhang,Z.	
PP622738	PP622738.1	3378		Severe fever with thrombocytopenia syndrome virus	Severe fever	Severe		2022		22-558		Homo sapiens		Li,H., Liu,W. and Leng,Y.	
PP622741	PP622741.1	3378		Severe fever with thrombocytopenia syndrome virus	Severe fever	Severe		2017		HNXY2017-66		Homo sapiens		Li,H., Liu,W. and Leng,Y.	
PV400298	PV400298.1	6368		Severe fever with thrombocytopenia syndrome virus	Severe fever	Severe		2023-02-07		L5-ref		Homo sapiens		Liu,B., He,T., Wang,C., Xia,G., Zhou,S., Sun,S., Chen,X., Hong,X., Zhu,J. and Zhang,Z.	
PV400290	PV400290.1	3378		Severe fever with thrombocytopenia syndrome virus	Severe fever	Severe		2023-02-07		M3-ref		Homo sapiens		Liu,B., He,T., Wang,C., Xia,G., Zhou,S., Sun,S., Chen,X., Hong,X., Zhu,J. and Zhang,Z.	
PV454359	PV454359.1	1869		Toscana virus	Toscana virus	Toscana		10-Jul-2024		FO_100724		Homo sapiens		Brandolini,M., Ingletto,L., Dirani,G., Zannoli,S., Lapusneanu,A.M., Guerra,M., De Pascali,A.M., Lelli,D., Defilippo,F., Lavazza,A., Calzolari,M., Dottori,M., Dionisi,L., Colosimo,C., Gatti,G., Marzucco,A., Montanari,M.S., Cricca,M., Scagliarini,A. and Sambri,V.	
PV454361	PV454361.1	6404		Toscana virus	Toscana virus	Toscana		19-Aug-2023		RA_190823		Homo sapiens		Brandolini,M., Ingletto,L., Dirani,G., Zannoli,S., Lapusneanu,A.M., Guerra,M., De Pascali,A.M., Lelli,D., Defilippo,F., Lavazza,A., Calzolari,M., Dottori,M., Dionisi,L., Colosimo,C., Gatti,G., Marzucco,A., Montanari,M.S., Cricca,M., Scagliarini,A. and Sambri,V.	
